"ID","RawName","ActualEvent"
"1","19 GS - Group A","WS"
"2","19 GS - Group B","WS"
"3","19 BS - Group D","MS"
"4","19 BS - Group B","MS"
"5","19 BS - Group C","MS"
"6","19 BS - Group A","MS"
"7","19 MX - Group C","XD"
"8","19 MX - Group B","XD"
"9","19 MX - Group D","XD"
"10","19 MX - Group A","XD"
"11","19 BD - Group A","MD"
"12","19 BD - Group B","MD"
"13","19 GD","WD"
"14","19 BS","MS"
"15","19 MX","XD"
"16","19 MX Consolation","XD"
"17","19 BS Consolation","MS"
"18","19 GS","WS"
"19","19 GS Consolation","WS"
"20","19 BD","MD"
"21","19 BD Consolation","MD"
"22","MS 65","MS"
"23","MS 70","MS"
"24","MS 75","MS"
"25","WS 60","WS"
"26","WD 65","WD"
"27","XD 55","XD"
"28","XD 70","XD"
"29","MS 60 pool - Group B","MS"
"30","WD 50","WD"
"31","WD 60","WD"
"32","XD 65","XD"
"33","WS 70","WS"
"34","MS 55","MS"
"35","MS 50","MS"
"36","MD 60","MD"
"37","MD 65","MD"
"38","WS 65","WS"
"39","MD 55 pool - Group B","MD"
"40","MD 55 pool - Group A","MD"
"41","WD 55","WD"
"42","XD 75","XD"
"43","XD 60","XD"
"44","WD 70","WD"
"45","XD 50","XD"
"46","MS 80","MS"
"47","MD 70","MD"
"48","WS 75","WS"
"49","MD 75","MD"
"50","MS 60 pool - Group A","MS"
"51","MD 50","MD"
"52","MS 35","MS"
"53","XD 40","XD"
"54","WS 45","WS"
"55","XD 35","XD"
"56","XD 45","XD"
"57","WD 40","WD"
"58","MS 45","MS"
"59","MD 35 pool - Group B","MD"
"60","WD 35","WD"
"61","MD 35 pool - Group A","MD"
"62","WD 45","WD"
"63","MD 45","MD"
"64","MD 40","MD"
"65","MS 40","MS"
"66","WS 35","WS"
"67","WS 40","WS"
"68","WD 75","WD"
"69","MD 55 pool - MD 55","MD"
"70","MD 80","MD"
"71","MD 35 pool - MD 35","MD"
"72","MS 60 pool - MS 60","MS"
"73","XD 80","XD"
"74","MS - Qualification","MS"
"75","WS - Qualification","WS"
"76","XD - Qualification","XD"
"77","XD","XD"
"78","MS","MS"
"79","MD","MD"
"80","WD","WD"
"81","WS","WS"
"82","U12_BS","MS"
"83","U12_GS","WS"
"84","U16_BS","MS"
"85","U16_GS","WS"
"86","U12_GD","WD"
"87","U12_BD","MD"
"88","U16_BD","MD"
"89","U14_BS","MS"
"90","U14_GS","WS"
"91","U19_BS","MS"
"92","U14_GD","WD"
"93","U14_BD","MD"
"94","U19_BD","MD"
"95","DXD","XD"
"96","DMS","MS"
"97","DWS","WS"
"98","CMS","MS"
"99","BMS","MS"
"100","AWS","WS"
"101","CXD","XD"
"102","BXD","XD"
"103","90+MD","MD"
"104","AMS","MS"
"105","AXD","XD"
"106","90+XD","XD"
"107","BMD","MD"
"108","DMD","MD"
"109","CMD","MD"
"110","DWD","WD"
"111","BWD","WD"
"112","CWD","WD"
"113","AMD","MD"
"114","AWD","WD"
"115","JBD","MD"
"116","JGD","WD"
"117","JGS","WS"
"118","JBS","MS"
"119","SGD","WD"
"120","SBD","MD"
"121","SBS","MS"
"122","SGS","WS"
"123","U15 BS - Group C","MS"
"124","U15 BS - Group D","MS"
"125","U11 GS - Group B","WS"
"126","U15 BS - Group A","MS"
"127","U15 BS - Group B","MS"
"128","U11 GS - Group A","WS"
"129","U17 BS - Group C","MS"
"130","U17 BS - Group D","MS"
"131","U17 BS - Group A","MS"
"132","U17 BS - Group B","MS"
"133","U15 GS - Group A","WS"
"134","U15 GS - Group D","WS"
"135","U15 GS - Group B","WS"
"136","U15 GS - Group C","WS"
"137","U13 BS - Group B","MS"
"138","U11 BS - Group B","MS"
"139","U13 BS - Group A","MS"
"140","U13 GS","WS"
"141","U15 BD - Group A","MD"
"142","U11 BS - Group A","MS"
"143","U15 BD - Group B","MD"
"144","U17 GS","WS"
"145","U13 GD","WD"
"146","U15 GD","WD"
"147","U11 GD","WD"
"148","U13 BD","MD"
"149","U17 BD","MD"
"150","U15 MX - Group A","XD"
"151","U15 MX - Group B","XD"
"152","U15 MX - Group C","XD"
"153","U15 MX - Group D","XD"
"154","U11 MX - Group A","XD"
"155","U11 MX - Group B","XD"
"156","U13 MX","XD"
"157","U17 MX","XD"
"158","U11 BD","MD"
"159","U17 GD","WD"
"160","U15 MX","XD"
"161","U17 BS","MS"
"162","U11 BS","MS"
"163","U11 BS 5th-8th Place - U11 BS Consolation","MS"
"164","U15 GS","WS"
"165","U15 BS","MS"
"166","U13 BS","MS"
"167","U11 MX","XD"
"168","U15 MX 5th-8th Place - U15 MX Consolation","XD"
"169","U11 MX 5th-8th Place - U11 MX Consolation","XD"
"170","U17 BS 5th-8th Place - U17 BS Consolation","MS"
"171","U15 BS 5th-8th Place - U15 BS Consolation","MS"
"172","U15 GS 5th-8th Place - U15 GS Consolation","WS"
"173","U11 GS 5th-8th Place - U11 GS Consolation","WS"
"174","U11 GS","WS"
"175","U15 BD 5th-8th Place - U15 BD Consolation","MD"
"176","U15 BD","MD"
"177","U13 BS 5th-8th Place - U13 BS Consolation","MS"
"178","MS - Qual.","MS"
"179","XD - Qual.","XD"
"180","WS - Qual.","WS"
"181","MD - Qual.","MD"
"182","MSA","MS"
"183","XDA","XD"
"184","WDD","WD"
"185","MasterMS","MS"
"186","MDA","MD"
"187","SeniorMD - Group B","MD"
"188","WDC","WD"
"189","MDD","MD"
"190","MDC","MD"
"191","MSC","MS"
"192","MDB","MD"
"193","MSB","MS"
"194","MSD","MS"
"195","WSD","WS"
"196","WSA","WS"
"197","WSB","WS"
"198","MasterMD","MD"
"199","WDA","WD"
"200","SeniorMD - Group A","MD"
"201","WSC","WS"
"202","XDD - Group A","XD"
"203","XDD - Group B","XD"
"204","XDC - Group A","XD"
"205","XDC - Group B","XD"
"206","MSJ","MS"
"207","SeniorXD","XD"
"208","SeniorMS","MS"
"209","XDB","XD"
"210","XDC","XD"
"211","XDD","XD"
"212","SeniorMD","MD"
"213","U14 MX","XD"
"214","U19 MD","MD"
"215","U14 BD","MD"
"216","U19 WD","WD"
"217","U14 GD","WD"
"218","U23 MD","MD"
"219","U16 BD","MD"
"220","U23 WD","WD"
"221","U16 GD","WD"
"222","U19 MX","XD"
"223","U16 MX","XD"
"224","U14 BS","MS"
"225","U16 BS","MS"
"226","U23 MX","XD"
"227","U14 GS","WS"
"228","U23 WS","WS"
"229","U23 MS","MS"
"230","U16 GS","WS"
"231","U19 MS","MS"
"232","U19 WS","WS"
"233","MD - Qualification","MD"
"234","WD match of the day","WD"
"235","WS match of the day","WS"
"236","WD - Qualification","WD"
"237","JM - D","M"
"238","JW - C","W"
"239","JW - E","W"
"240","JM - A","M"
"241","JM - B","M"
"242","JM - C","M"
"243","JM - E","M"
"244","JM - F","M"
"245","JW - A","W"
"246","JW - B","W"
"247","JW - D","W"
"248","JM - G","M"
"249","JM - H","M"
"250","JW - F","W"
"251","OM - A","M"
"252","OM - B","M"
"253","OM - C","M"
"254","OM - D","M"
"255","OM - E","M"
"256","OM - F","M"
"257","OM - G","M"
"258","OW - A","W"
"259","OW - B","W"
"260","OW - C","W"
"261","OW - D","W"
"262","OM - H","M"
"263","OW - E","W"
"264","Open - Men Singles","MS"
"265","B - Men Singles","MS"
"266","Seniors - Men Singles","MS"
"267","Open - Men Doubles","MD"
"268","Open - Women Singles","MS"
"269","Open - Mixed Doubles","XD"
"270","Seniors - Men Doubles","MD"
"271","B - Men Doubles","MD"
"272","B - Women Doubles","MD"
"273","Open - Women Doubles","MD"
"274","B - Mixed Doubles","XD"
"275","Seniors - Mixed Doubles","XD"
"276","MD 55 p - Group A","MD"
"277","MD 55 p - Group B","MD"
"278","WD 60 p - Group A","WD"
"279","WD 60 p - Group B","WD"
"280","WD 65 p - Group B","WD"
"281","WD 65 p - Group A","WD"
"282","MS 60 p - Group B","MS"
"283","MS 60 p - Group A","MS"
"284","MD 60 p - Group B","MD"
"285","WS 85","WS"
"286","WS 80","WS"
"287","WS 65 - Group A","WS"
"288","MD 60 p - Group A","MD"
"289","WS 65 - Group B","WS"
"290","WD 65 p - WD 65","WD"
"291","WD 60 p - WD 60","WD"
"292","MD 55 p - MD 55","MD"
"293","WD 80","WD"
"294","MD 60 p - MD 60","MD"
"295","MS 60 p - MS 60","MS"
"296","MX 85 / 80","XD"
"297","MD 45 p - Group A","MD"
"298","MD 45 p - Group B","MD"
"299","WS 50","WS"
"300","MD 35","MD"
"301","MD 45 p - MD 45","MD"
"302","XD Streaming court","XD"
"303","MS Streaming court","MS"
"304","MD Streaming court","MD"
"305","Open Men's Singles","MS"
"306","Open Women's Singles","MS"
"307","U15 Boy's Singles","MS"
"308","40+ Men's Singles","MS"
"309","50+ Men's Singles","MS"
"310","U15 Girl's Singles","WS"
"311","60+ Men's Singles","MS"
"312","U11 Boy's Singles","MS"
"313","Open Men's Doubles","MD"
"314","40+ Mixed Doubles","XD"
"315","60+ Men's Doubles","MD"
"316","Open Mixed Doubles","XD"
"317","Open Women's Doubles","MD"
"318","40+ Men's Doubles","MD"
"319","40+ Women's Doubles","MD"
"320","U15 Mixed Doubles","XD"
"321","U15 Boy's Doubles","MD"
"322","50+ Men's Doubles","MD"
"323","Junior Boy's Singles - Group A","MS"
"324","Junior Boy's Singles - Group B","MS"
"325","Junior Boy's Singles - Group C","MS"
"326","Junior Boy's Singles - Group D","MS"
"327","Senior Boy's Singles","MS"
"328","Senior Boy's Doubles","MD"
"329","Junior Boy's Singles - Group E","MS"
"330","Junior Mixed Doubles - Group A","XD"
"331","Junior Mixed Doubles - Group B","XD"
"332","Junior Mixed Doubles - Group C","XD"
"333","Junior Mixed Doubles - Group D","XD"
"334","Junior Girl's Doubles - Group A","WD"
"335","Junior Girl's Doubles - Group B","WD"
"336","Junior Girl's Doubles - Group C","WD"
"337","Junior Girl's Doubles - Group D","WD"
"338","Junior Boy's Doubles - Group A","MD"
"339","Junior Boy's Doubles - Group B","MD"
"340","Junior Boy's Doubles - Group C","MD"
"341","Junior Boy's Doubles - Group D","MD"
"342","Junior Girls Singles - Group A","WS"
"343","Junior Girls Singles - Group B","WS"
"344","Junior Girls Singles - Group C","WS"
"345","Junior Girls Singles - Group D","WS"
"346","Junior Girls Singles - Group E","WS"
"347","Senior Girl's Singles - Group A","WS"
"348","Senior Girl's Singles - Group B","WS"
"349","Senior Girl's Singles - Group C","WS"
"350","Senior Boy's Singles - Group A","MS"
"351","Senior Boy's Singles - Group B","MS"
"352","Senior Boy's Singles - Group C","MS"
"353","Senior Boy's Singles - Group D","MS"
"354","Senior Boy's Singles - Group E","MS"
"355","Senior Boy's Doubles - Group A","MD"
"356","Senior Boy's Doubles - Group B","MD"
"357","Senior Boy's Doubles - Group C","MD"
"358","Senior Boy's Doubles - Group D","MD"
"359","Junior Boy's Singles","MS"
"360","Senior Boy's Doubles - Group E","MD"
"361","Senior Girl's Doubles - Group A","WD"
"362","Senior Girl's Doubles - Group B","WD"
"363","Senior Girl's Doubles - Group C","WD"
"364","Senior Girl's Doubles - Group D","WD"
"365","Junior Girls Singles","WS"
"366","Senior Mixed Doubles - Group A","XD"
"367","Senior Mixed Doubles - Group B","XD"
"368","Senior Mixed Doubles - Group C","XD"
"369","Senior Mixed Doubles - Group D","XD"
"370","Junior Mixed Doubles","XD"
"371","Junior Boy's Doubles","MD"
"372","Junior Girl's Doubles","WD"
"373","Senior Girl's Singles","WS"
"374","Senior Girl's Doubles","WD"
"375","Senior Mixed Doubles","XD"
"376","MS 30","MS"
"377","MD 55","MD"
"378","MD - Con","MD"
"379","MX","XD"
"380","MS Cons","MS"
"381","SeniorMD(120+combined)","MD"
"382","SeniorMS(60+)","MS"
"383","SeniorMS(50+)","MS"
"384","SeniorMS(40+)","MS"
"385","SeniorWD","WD"
"386","SeniorMD(80+combined)","MD"
"387","SeniorMD(110+combined)","MD"
"388","SeniorMD(90+combined)","MD"
"389","SeniorMD(100+combined)","MD"
"390","SeniorMXD","XD"
"391","WSA - Group B","WS"
"392","WSA - Group A","WS"
"393","WDB","WD"
"394","MS - Preliminary Rounds","MS"
"395","WS - Preliminary Rounds","WS"
"396","Open MS (Competitive Players - College and Under)","MS"
"397","U22/Open WS","WS"
"398","U17/U19/U22 BS","MS"
"399","U17 /U22 BD","MD"
"400","U11 Doubles 1 - U11 Doubles","D"
"401","Open MD (Competitive Players - College and Under)","MD"
"402","U17/19/22 GD","WD"
"403","U17/19/22 XD","XD"
"404","U11 Doubles 2","D"
"405","Open WD (Competitive Players - College and Under)","M"
"406","U11 Doubles 3","D"
"407","Open XD (Competitive Players - College and Under)","XD"
"408","U15 XD","XD"
"409","MS 60","MS"
"410","WS 55","WS"
"411","MS - Qualification B","MS"
"412","MS - Qualification D","MS"
"413","MS - Qualification C","MS"
"414","MS - Qualification A","MS"
"415","Mixed Doubles","XD"
"416","Boy's Singles","MS"
"417","Girl's Singles","WS"
"418","Boy's Doubles","MD"
"419","Girl's Doubles","WD"
"420","MD35+","MD"
"421","WD35+","WD"
"422","XD35+","XD"
"423","E (Novice) Mixed Doubles","XD"
"424","Senior Mixed Doubles - Senior 100+ Mixed Doubles","XD"
"425","C Mixed Doubles","XD"
"426","D Mixed Doubles","XD"
"427","B Mixed Doubles","XD"
"428","E (Novice) Men Singles - Group A","MS"
"429","E (Novice) Men Singles - Group B","MS"
"430","Junior U15 Boys Singles","MS"
"431","E (Novice) Men Doubles","MD"
"432","D Men Singles","MS"
"433","E (Novice) Women Doubles - Group A","MD"
"434","E (Novice) Women Doubles - Group B","MD"
"435","Junior U18 Boys Singles","MS"
"436","D Women Singles","MS"
"437","D Men Doubles","MD"
"438","B Women Singles","MS"
"439","Senior 100+ Men Doubles","MD"
"440","C Women Doubles","MD"
"441","C Men Doubles","MD"
"442","C Men Singles","MS"
"443","B Men Doubles","MD"
"444","C Women Singles","MS"
"445","Senior 80+ Men Doubles","MD"
"446","D Women Doubles","MD"
"447","B Women Doubles","MD"
"448","Funky Men Singles","MS"
"449","Funky Men Doubles","MD"
"450","E (Novice) Men Singles","MS"
"451","E (Novice) Women Doubles","MD"
"452","DMX","XD"
"453","BMX","XD"
"454","CMX","XD"
"455","Funky Double - Group A","D"
"456","Funky Double - Group B","D"
"457","CWD - Group A","WD"
"458","CWD - Group B","WD"
"459","BMS - Group A","MS"
"460","BMS - Group B","MS"
"461","DWD - Group A","WD"
"462","DWD - Group B","WD"
"463","Funky Double","D"
"464","B Men's Doubles (BMD)","MD"
"465","B Women's Doubles (BWD)","MD"
"466","Open Men's Doubles (OMD)","MD"
"467","Open Women's Doubles (OWD)","MD"
"468","B Mixed Doubles (BXD)","XD"
"469","Open Mixed Doubles (OXD)","XD"
"470","Senior Men's Doubles (SMD)","MD"
"471","Senior Mixed Doubles (SXD)","XD"
"472","MD 50 - Group A","MD"
"473","MD 50 - Group B","MD"
"474","MD 55 - Group A","MD"
"475","MD 55 - Group B","MD"
"476","MS 60/70","MS"
"477","XD 75 - XD 80","XD"
"478","Junior14","?"
"479","Junior18","?"
"480","MS35+","MS"
"481","Junior10","?"
"482","Junior Doubles","D"
"483","U19 BS","MS"
"484","U9 BS - Group A","MS"
"485","U9 BS - Group B","MS"
"486","U22 BS","MS"
"487","U9 GS - Group A","WS"
"488","U9 GS - Group B","WS"
"489","U19 GS","WS"
"490","U9 MX","XD"
"491","U22 MX - Group A","XD"
"492","U22 MX - Group B","XD"
"493","U19 BD","MD"
"494","U11 BD - Group A","MD"
"495","U11 GD - Group A","WD"
"496","U11 GD - Group B","WD"
"497","U15 GD - Group A","WD"
"498","U19 GD - Group A","WD"
"499","U19 GD - Group B","WD"
"500","U11 BD - Group B","MD"
"501","U15 GD - Group B","WD"
"502","U9 BD","MD"
"503","U9 GD","WD"
"504","U17 GD - Group A","WD"
"505","U17 GD - Group B","WD"
"506","U22 BD - Group A","MD"
"507","U22 BD - Group B","MD"
"508","U13 BS Cons","MS"
"509","U17 BS Cons","MS"
"510","U15 BS Cons","MS"
"511","U19 BS Cons","MS"
"512","U9 BS","MS"
"513","U9 BS Cons","MS"
"514","U9 GS","WS"
"515","U9 GS Cons","WS"
"516","U11 GD Cons","WD"
"517","U15 GD Cons","WD"
"518","U19 GD","WD"
"519","U19 GD Cons","WD"
"520","U11 BD Cons","MD"
"521","U22 BD","MD"
"522","U22 BD Cons","MD"
"523","U17 GD Cons","WD"
"524","U22 MX","XD"
"525","U22 MX Cons","XD"
"526","MS Senior","MS"
"527","MS Masters","MS"
"528","WS B/C","WS"
"529","WS Senior","WS"
"530","BS Junior - Group A","MS"
"531","BS Junior - Group B","MS"
"532","BS Competitive Junior","MS"
"533","BS Scholastic Junior","MS"
"534","BS Junior","MS"
"535","XD Senior","XD"
"536","BD Competitive Junior","MD"
"537","BD Scholastic Junior","MD"
"538","MD Senior","MD"
"539","BD Junior","MD"
"540","WD Senior","WD"
"541","WS - A","WS"
"542","XD 80 - Group A","XD"
"543","XD 80 - Group B","XD"
"544","XD 110 - Group A","XD"
"545","XD 110 - Group B","XD"
"546","MS 50 - Group A","MS"
"547","XD 130 - Group A","XD"
"548","WD 90","WD"
"549","WD 120","WD"
"550","MD 130","MD"
"551","XD 100","XD"
"552","XD 90","XD"
"553","MS 50 - Group B","MS"
"554","MD 110","MD"
"555","XD 130 - Group B","XD"
"556","WD 100","WD"
"557","WD 110","WD"
"558","MD 90","MD"
"559","MD 120","MD"
"560","XD 120","XD"
"561","XD 130","XD"
"562","MD 100","MD"
"563","WD 130","WD"
"564","XD 110","XD"
"565","Boy's Singles Under 11 - Group A","MS"
"566","Boy's Singles Under 11 - Group B","MS"
"567","Girl's Singles Under 15 - Group A","WS"
"568","Girl's Singles Under 15 - Group B","WS"
"569","Boy's Singles Under 15 - BS U15","MS"
"570","Singles Under 9 - GS U9","WS"
"571","Girl's Singles Under 15 - GS U15","WS"
"572","Boy's Singles Under 11 - BS U11","MS"
"573","Boy's Singles Tier 1","MS"
"574","Boy's Singles Tier 2","MS"
"575","Boys Singles Tier 3","MS"
"576","Doubles Tier Two","D"
"577","Doubles Tier One","D"
"578","U11BS","MS"
"579","U11GS - Group A","WS"
"580","U11GS - Group B","WS"
"581","U13GS - Group A","WS"
"582","U13GS - Group B","WS"
"583","U19GS - Group A","WS"
"584","U15GS - Group A","WS"
"585","U15GS - Group B","WS"
"586","U15BD - Group A","MD"
"587","U15BD - Group B","MD"
"588","U19XD - Group A","XD"
"589","U19XD - Group B","XD"
"590","U11XD","XD"
"591","U19GS - Group B","WS"
"592","U13XD - Group B","XD"
"593","U19BS","MS"
"594","U17BS","MS"
"595","U15XD","XD"
"596","U15BS","MS"
"597","U17GD","WD"
"598","U17BD","MD"
"599","U13BS","MS"
"600","U17GS","WS"
"601","U17XD","XD"
"602","U11GD","WD"
"603","U19GD","WD"
"604","U13XD - Group A","XD"
"605","U11BD","MD"
"606","U13BD","MD"
"607","U15GD","WD"
"608","U22XD","XD"
"609","U22BS","MS"
"610","U13GD","WD"
"611","U19BD","MD"
"612","U22GS","WS"
"613","U22BD","MD"
"614","U11GS","WS"
"615","U13GS","WS"
"616","U15GS","WS"
"617","U19GS","WS"
"618","U15BD","MD"
"619","U22GD","WD"
"620","U19XD","XD"
"621","XD Novice","XD"
"622","MS Novice","MS"
"623","MD Novice","MD"
"624","Boy's Singles (8 & 9)","MS"
"625","Boy's Singles (12)","MS"
"626","Girl's Singles (10",NA
" 11 & 12)","WS",NA
"627","Girl's Singles (8 & 9)","WS"
"628","U19-BS","MS"
"629","U13-BS","MS"
"630","U17-BS","MS"
"631","U9-GS","WS"
"632","U9-BS","MS"
"633","U13-GD","WD"
"634","U11-BS","MS"
"635","U15-BS","MS"
"636","U13-GS","WS"
"637","U15-BD","MD"
"638","U13-MX","XD"
"639","U19-BD","MD"
"640","U9-MX","XD"
"641","U11-MX - Group B","XD"
"642","U17/U19-MX","XD"
"643","U15-MX","XD"
"644","U13-BD - Group A","MD"
"645","U13-BD - Group B","MD"
"646","U9-BD","MD"
"647","U17/U19-GS","WS"
"648","U11-GS","WS"
"649","U11-BD","MD"
"650","U17/U19-GD","WD"
"651","U11-GD","WD"
"652","U17-BD","MD"
"653","U15-GS","WS"
"654","U11-MX - Group A","XD"
"655","U9-GD","WD"
"656","U11-MX","XD"
"657","U13-BD","MD"
"658","U11-MX - U11-MX Cons","XD"
"659","Singles Group 4","S"
"660","Singles Group 3","S"
"661","Singles Group 2","S"
"662","Singles Group 1","S"
"663","Singles Pool B","S"
"664","Singles Pool C","S"
"665","Singles Pool A","S"
"666","Open Men's Singles (OMS)","MS"
"667","Division B Mens Singles (BMS)","MS"
"668","Division B Womens Singles (BWS)","MS"
"669","Division B Womens Doubles (BWD)","MD"
"670","Open Women's Singles (OWS)","MS"
"671","Division B Mens Doubles (BMD)","MD"
"672","Senior Men's Singles (SMS)","MS"
"673","Senior Women's Doubles (SWD)","MD"
"674","Division B Mixed Doubles (BXD)","XD"
"675","E (NOVICE) Mixed Doubles","XD"
"676","D Men's Doubles","MD"
"677","E (NOVICE) Men's Singles","MS"
"678","E (NOVICE) Women's Doubles - Group A","MD"
"679","E (NOVICE) Women's Doubles - Group B","MD"
"680","D Women's Singles","MS"
"681","D Men's Singles","MS"
"682","C Men's Doubles","MD"
"683","E (NOVICE) Men's Doubles","MD"
"684","Senior 80+ Men's Doubles - Senior 80+ Men Doubles","MD"
"685","D Women's Doubles","MD"
"686","Senior Men's Singles","MS"
"687","B-C Women's Singles","MS"
"688","C Men's Singles","MS"
"689","Funky Men's Singles","MS"
"690","B Men's Doubles","MD"
"691","Senior 100+ Men's Doubles - Group A","MD"
"692","Senior 100+ Men's Doubles - Group B","MD"
"693","C Women's Doubles","MD"
"694","B Men's Singles","MS"
"695","Funky Men's Doubles","MD"
"696","B Women's Doubles","MD"
"697","E (NOVICE) Women's Doubles","MD"
"698","Senior 100+ Men's Doubles - Senior 100+ Men Doubles","MD"
"699","MS-B","MS"
"700","WS-B - Group A","WS"
"701","WS-B - Group B","WS"
"702","MS-A","MS"
"703","WS-A","WS"
"704","WS-B","WS"
"705","XD-A","XD"
"706","XD-B","XD"
"707","MD-A","MD"
"708","WD-A","WD"
"709","WD-B - Group B","WD"
"710","WD-B - Group A","WD"
"711","MD-B","MD"
"712","WD-B","WD"
"713","MD-Senior(40+)","MD"
"714","BS U19","MS"
"715","GS U19","WS"
"716","XD U19","XD"
"717","BD U19","MD"
"718","GD U19","WD"
"719","CWS","WS"
"720","A/B WS","WS"
"721","A/B WD","WD"
"722","SMS","MS"
"723","MMS","MS"
"724","GMMS","MS"
"725","19BS","MS"
"726","GMWS","WS"
"727","SWS","WS"
"728","SMD","MD"
"729","MMD","MD"
"730","SWD","WD"
"731","MWD","WD"
"732","GMMD","MD"
"733","SMX","XD"
"734","GMMX","XD"
"735","MMX","XD"
"736","BS U16 - Group A","MS"
"737","BS U16 - Group B","MS"
"738","BS U16 - Group C","MS"
"739","BS U16 - Group D","MS"
"740","BS U16 - Group E","MS"
"741","GS U16 - Group A","WS"
"742","GS U16 - Group B","WS"
"743","GSU12 - Group A","WS"
"744","GSU12 - Group B","WS"
"745","GSU12 - Group C","WS"
"746","GSU12 - Group D","WS"
"747","BS U16","MS"
"748","GSU12","WS"
"749","BD U16 - Group A","MD"
"750","BD U16 - Group B","MD"
"751","GS U16","WS"
"752","GD U12","WD"
"753","GD U16","WD"
"754","BD U16","MD"
"755","BS U19 - Group A","MS"
"756","BS U19 - Group B","MS"
"757","BS U19 - Group C","MS"
"758","BS U19 - Group D","MS"
"759","BS U14 - Group A","MS"
"760","BS U14 - Group B","MS"
"761","BS U14 - Group C","MS"
"762","GS U14 - Group A","WS"
"763","GS U14 - Group B","WS"
"764","GS U14 - Group C","WS"
"765","BS U14","MS"
"766","BD U19 - Group A","MD"
"767","BD U19 - Group B","MD"
"768","GS U14","WS"
"769","BD U14","MD"
"770","GD U14 - Group A","WD"
"771","GD U14 - Group B","WD"
"772","GD U14","WD"
"773","XD140/150","XD"
"774","XD130+","XD"
"775","MD120+","MD"
"776","XD110+","XD"
"777","MS65/70","MS"
"778","WD100+","WD"
"779","MS50/55","MS"
"780","MS60+","MS"
"781","WS65+","WS"
"782","WS40/45","WS"
"783","MD130+","MD"
"784","WD130+","WD"
"785","MS75/80+","MS"
"786","MS40/45","MS"
"787","WD80/90","WD"
"788","WD110+","WD"
"789","MD110+","MD"
"790","WD140+","WD"
"791","MD140/150","MD"
"792","WD120+","WD"
"793","XD100+","XD"
"794","MD80/90","MD"
"795","XD120+","XD"
"796","MD100+","MD"
"797","XD80/90","XD"
"798","100 CONS","?"
"799","ms","MS"
"800","xd","XD"
"801","ws","WS"
"802","md","MD"
"803","wd","WD"
"804","B Men's Singles (BMS)","MS"
"805","Master Men's Doubles (MMD)","MD"
"806","MS - Group A","MS"
"807","MS - Group C","MS"
"808","MS - Group B","MS"
"809","MS - Group D","MS"
"810","MD - Group A","MD"
"811","MD - Group B","MD"
"812","MD - Group C","MD"
"813","U9BS","MS"
"814","U15-17GS","WS"
"815","U11MX","XD"
"816","U11-13GD","WD"
"817","U9BD","MD"
"818","U15-17GD","WD"
"819","U15MX","XD"
"820","U13MX","XD"
"821","BD_U14","MD"
"822","BD_U16","MD"
"823","GD_U14","WD"
"824","XD_U14","XD"
"825","parent/child - Group A","?"
"826","parent/child - Group B","?"
"827","XD U22 - Group A","XD"
"828","XD U15 - Group B","XD"
"829","XD U13 - Group A","XD"
"830","XD U15 - Group A","XD"
"831","parent/child","?"
"832","XD U15","XD"
"833","BS U13","MS"
"834","BS U15","MS"
"835","GS U15 - Group A","WS"
"836","GS U13","WS"
"837","BS U17 - Group B","MS"
"838","BS U17 - Group A","MS"
"839","GS U11","WS"
"840","BS U22","MS"
"841","BS U11","MS"
"842","GS U22","WS"
"843","BD U15","MD"
"844","GD U15 - Group A","WD"
"845","U17 open - Group B","?"
"846","BD U22 - Group A","MD"
"847","BD U22 - Group B","MD"
"848","BD U11 - Group A","MD"
"849","BD U13 - Group A","MD"
"850","U17 open - Group A","?"
"851","BD U22","MD"
"852","U17 open","?"
"853","GS U15","WS"
"854","BS U17","MS"
"855","BD U11","MD"
"856","XD U13","XD"
"857","XD U22","XD"
"858","GD U15","WD"
"859","BD U13","MD"
"860","BS U11 - Group A","MS"
"861","BS U11 - Group B","MS"
"862","BS U11 - Group C","MS"
"863","BS U13 - Group A","MS"
"864","BS U13 - Group B","MS"
"865","GS U13 - Group A","WS"
"866","GS U13 - Group B","WS"
"867","BS U15 - Group A","MS"
"868","BS U15 - Group B","MS"
"869","BS U15 - Group C","MS"
"870","BS U15 - Group D","MS"
"871","BS U15 - Group E","MS"
"872","GS U17 - Group A","WS"
"873","GS U17 - Group B","WS"
"874","GS U17 - Group C","WS"
"875","MS - Group E","MS"
"876","WS - Group A","WS"
"877","WS - Group B","WS"
"878","GS U17","WS"
"879","U22-GS","WS"
"880","U19-GS","WS"
"881","U17-GS","WS"
"882","U19-GD","WD"
"883","U17-MX","XD"
"884","U15-GD","WD"
"885","U22-BS","MS"
"886","U17-GD","WD"
"887","U19-MX","XD"
"888","U22-BD","MD"
"889","U22-GD","WD"
"890","U22-MX","XD"
"891","Men's Doubles","MD"
"892","Women's Doubles","MD"
"893","Boy's Doubles U19 - Group A","MD"
"894","Boy's Doubles U19 - Group B","MD"
"895","Girl's Doubles U19","WD"
"896","Boy's Singles U19","MS"
"897","Girl's Singles U19","WS"
"898","Special Event (1:00 - 5:00)","?"
"899","Boy's Doubles U19","MD"
"900","Men's Singles","MS"
"901","Women's Singles","MS"
"902","Mixed Doubles U19 - Group A","XD"
"903","Mixed Doubles U19 - Group B","XD"
"904","XD - Group B","XD"
"905","WD - Group B","WD"
"906","XD - Group A","XD"
