"ID","RawName","ActualEvent"
"2370","WD - Position 5-8","WD"
"2371","XD - Position 01-16","XD"
"2372","XD - Position 17-32","XD"
"2373","U15","?"
"2374","B Doubles - Group B","D"
"2375","Family Doubles","D"
"2376","B Doubles - Group A","D"
"2377","B Doubles - Group D","D"
"2378","B Doubles - Group E","D"
"2379","B Doubles - Group G","D"
"2380","B Doubles - Group C","D"
"2381","B Doubles - Group F","D"
"2382","B Doubles - Group H","D"
"2383","MD 120 - Group B","MD"
"2384","WD 140","WD"
"2385","MXD 110/120 - Group A","XD"
"2386","MXD 110/120 - Group B","XD"
"2387","MD 80/90","MD"
"2388","MD 150","MD"
"2389","MXD 150","XD"
"2390","MXD 130","XD"
"2391","MXD 140","XD"
"2392","MD 120 - Group A","MD"
"2393","MD 140","MD"
"2394","MXD 100","XD"
"2395","MXD 80","XD"
"2396","MXD 90","XD"
"2397","MS 40/45","MS"
"2398","WD 100/110","WD"
"2399","WD 150","WD"
"2400","MXD 110/120","XD"
"2401","XDE-","XD"
"2402","Men in Skirts","M"
"2403","MDE-","MD"
"2404","Funky","?"
"2405","B Women Singles (BWS)","MS"
"2406","XDE+","XD"
"2407","WDE+","WD"
"2408","WDE-","WD"
"2409","MSE+","MS"
"2410","MDE+","MD"
"2411","MSE-","MS"
"2412","WSE","WS"
"2413","Super MSC","MS"
"2414","Funky MD - Group A","MD"
"2415","Funky MD - Group B","MD"
"2416","Super MDC","MD"
"2417","Funky MD","MD"
"2418","EMD (Plus)","MD"
"2419","EMD (Minus)","MD"
"2420","EMXD (Plus)","XD"
"2421","Super CMXD","XD"
"2422","EMXD (Minus)","XD"
"2423","CMXD","XD"
"2424","BMXD","XD"
"2425","BS9 - Group A","MS"
"2426","BS9 - Group B","MS"
"2427","GS9","WS"
"2428","BS11 - Group A","MS"
"2429","BS11 - Group B","MS"
"2430","BS11 - Group C","MS"
"2431","BS11 - Group D","MS"
"2432","GS11","WS"
"2433","BS13 - Group A","MS"
"2434","BS13 - Group B","MS"
"2435","BS13 - Group C","MS"
"2436","BS13 - Group D","MS"
"2437","GS13 - Group A","WS"
"2438","GS13 - Group B","WS"
"2439","BS9","MS"
"2440","BS13","MS"
"2441","BS11","MS"
"2442","GS13 - Position 1-4","WS"
"2443","GS13 - Position 5-8","WS"
"2444","MD 30+","MD"
"2445","U11 single","S"
"2446","MS 30+","MS"
"2447","U11 double","D"
"2448","MS - Position 05-08","MS"
"2449","MS - Position 01-04","MS"
"2450","J11S","S"
"2451","J13S","S"
"2452","J17S","S"
"2453","JG13S","W"
"2454","J11D","D"
"2455","J13D","D"
"2456","J17D","D"
"2457","MS - BS U19","MS"
"2458","WS - GS U19","WS"
"2459","MD - BD U19","MD"
"2460","WD - GD U19","WD"
"2461","XD - XD U19","XD"
"2462","GD U13 - Group A","WD"
"2463","GD U13 - Group B","WD"
"2464","XD U9 - Group A","XD"
"2465","XD U9 - Group B","XD"
"2466","MS - MS- Gade","MS"
"2467","Senior Masters (100 and up) XD","XD"
"2468","Junior Masters (80 and up) MD-Advance","MD"
"2469","Junior Masters (80 and up) MD-Intermediate Grp A","MD"
"2470","Junior Masters (80 and up) MD-Intermediate Grp B","MD"
"2471","Junior Masters (80 and up) WD","WD"
"2472","Masters (90 and up) MD-Intermediate Grp A","MD"
"2473","Masters (90 and up) MD-Intermediate Grp B","MD"
"2474","Junior Masters (80 and up) MD-Intermediate Grp C","MD"
"2475","Junior Masters (80 and up) XD-Intermediate","XD"
"2476","Junior Masters (80 and up) XD-Advance","XD"
"2477","Senior Masters (100 and up) MD","MD"
"2478","Senior Masters (100 and up) WD","WD"
"2479","Masters (90 and up) MD-Advance","MD"
"2480","Masters (90 and up) MD-Intermediate Grp C","MD"
"2481","Masters (90 and up) XD-Intermediate - Masters (90 and up) - XD-Intermediate","XD"
"2482","Masters (90 and up) WD","WD"
"2483","Masters (90 and up) XD-Advance","XD"
"2484","Junior Masters (80 and up) MD Champioship","MD"
"2485","Masters (90 and up) MD Champioship","MD"
"2486","MS 35 - Group B","MS"
"2487","MS 35 - Group A","MS"
"2488","WD 45 - Group B","WD"
"2489","WD 45 - Group A","WD"
"2490","MX U19","XD"
"2491","MX U15","XD"
"2492","MX U17","XD"
"2493","MS A - Group A","MS"
"2494","MS A - Group B","MS"
"2495","MS A - Group C","MS"
"2496","MS B - Group F","MS"
"2497","MS B - Group E","MS"
"2498","MS B - Group D","MS"
"2499","MS B - Group C","MS"
"2500","MS B - Group B","MS"
"2501","MS B - Group A","MS"
"2502","C/C","?"
"2503","C/D","?"
"2504","B/B (R1)","?"
"2505","B/B (R2)","?"
"2506","XD U11 - Group A","XD"
"2507","XD U11 - Group B","XD"
"2508","XD U19 - Group A","XD"
"2509","XD U19 - Group B","XD"
"2510","XD U19 - Group C","XD"
"2511","XD U19 - Group D","XD"
"2512","XD U15 - Position 01-04","XD"
"2513","XD U15 - Position 05-08","XD"
"2514","XD U11 - Position 5-8","XD"
"2515","XD U11 - Position 1-4","XD"
"2516","XD U13 - Position 01-04","XD"
"2517","XD U13 - Position 05-08","XD"
"2518","XD U17 - Position 01-04","XD"
"2519","XD U17 - Position 05-08","XD"
"2520","BS U11 - Position 01-04","MS"
"2521","BS U11 - Position 05-08","MS"
"2522","GS U19 - Position 01-04","WS"
"2523","GS U19 - Position 05-08","WS"
"2524","GS U11 - Position 01-04","WS"
"2525","GS U11 - Position 05-08","WS"
"2526","GS U13 - Position 01-04","WS"
"2527","GS U13 - Position 05-08","WS"
"2528","BD U15 - Position 1-4","MD"
"2529","BD U15 - Position 5-8","MD"
"2530","GD U19 - Position 5-8","WD"
"2531","BD U19 - Position 1-4","MD"
"2532","BD U19 - Position 5-8","MD"
"2533","GD U19 - Position 1-4","WD"
"2534","BD U13 - Position 01-04","MD"
"2535","BD U13 - Position 05-08","MD"
"2536","BD U17 - Position 1-4","MD"
"2537","BD U17 - Position 5-8","MD"
"2538","MD - Men's Doubles A Flight","MD"
"2539","MD - Men's Doubles B Flight","MD"
"2540","MD - Men's Doubles C Flight","MD"
"2541","WD - Women's Doubles A/B Flight","MD"
"2542","WD - Women's Doubles C Flight","MD"
"2543","XD - Mixed Doubles A Flight","XD"
"2544","XD - Mixed Doubles B Flight","XD"
"2545","XD - Mixed Doubles C Flight","XD"
"2546","MS - Men's Singles A Flight","MS"
"2547","MS - Men's Singles B Flight","MS"
"2548","MS - Men's Singles C Flight","MS"
"2549","WS - Women's Singles A Flight","MS"
"2550","WS - Women's Singles B Flight","MS"
"2551","WS - Women's Singles C Flight","MS"
"2552","A/B","?"
"2553","B/C","?"
"2554","B/B","?"
"2555","B+","?"
"2556","D/D","?"
"2557","WD B - Group 2","WD"
"2558","MD 120 - Group 1","MD"
"2559","WD C - Group 2","WD"
"2560","MD 110 - Group 2","MD"
"2561","MD 120 - Group 2","MD"
"2562","WS C","WS"
"2563","MD 110 - Group 1","MD"
"2564","XD 80 - Group 1","XD"
"2565","WD B - Group 1","WD"
"2566","XD 80 - Group 2","XD"
"2567","WD C - Group 1","WD"
"2568","WD C","WD"
"2569","MD Match of the Day","MD"
"2570","WS Match of the Day","WS"
"2571","XD U12","XD"
"2572","BS U20","MS"
"2573","GS U20","WS"
"2574","GS U14 - GS U14 Qual","WS"
"2575","GS U14 - GS U14 A","WS"
"2576","GS U14 - GS U14 B","WS"
"2577","BS U20 - BS U20 3/4","MS"
"2578","XD U20","XD"
"2579","BD U20","MD"
"2580","GD U20","WD"
"2581","XD TV match","XD"
"2582","MS TV match","MS"
"2583","MD TV match","MD"
"2584","WS TV match","WS"
"2585","WS TV","WS"
"2586","MD TV","MD"
"2587","XD TV","XD"
"2588","MS TV","MS"
"2589","WD TV","WD"
"2590","WSE-","WS"
"2591","Senior C - Group A","?"
"2592","Senior C - Group B","?"
"2593","SeniorA & B - Group A","?"
"2594","SeniorA & B - Group B","?"
"2595","Senior C","?"
"2596","SeniorA & B","?"
"2597","WS - Group H","WS"
"2598","XD - Group H","XD"
"2599","WD - Group G","WD"
"2600","WD - Group H","WD"
"2601","Boys Singles U13","MS"
"2602","Boys Singles U17","MS"
"2603","Girls Singles U11","WS"
"2604","Boys Singles U19","MS"
"2605","Mixed Doubles U19","XD"
"2606","Girls Singles U15","WS"
"2607","Girls Doubles U13","WD"
"2608","Boys Singles U15","MS"
"2609","Boys Doubles U13","MD"
"2610","Mixed Doubles U13","XD"
"2611","Boys Doubles U19","MD"
"2612","Mixed Doubles U17","XD"
"2613","Boys Doubles U17","MD"
"2614","GS U11 - Group D","WS"
"2615","MD U19 - Group A","MD"
"2616","MD U19 - Group B","MD"
"2617","Family Doubles - Group A","D"
"2618","Family Doubles - Group B","D"
"2619","BSU13","MS"
"2620","BSU15","MS"
"2621","BSU11","MS"
"2622","BSU17","MS"
"2623","GSU11","WS"
"2624","GSU13","WS"
"2625","GSU15","WS"
"2626","GSU17","WS"
"2627","BSU9","MS"
"2628","GSU9","WS"
"2629","Men's Singles B+","MS"
"2630","Women's Singles C - Group A","MS"
"2631","Men's Singles D+","MS"
"2632","Women's Singles B","MS"
"2633","Women's Singles D+","MS"
"2634","Women's Singles C - Group B","MS"
"2635","Women's Singles D","MS"
"2636","Men's Singles C - Group B","MS"
"2637","Men's Singles C - Group A","MS"
"2638","Women's Singles C+ - Group A","MS"
"2639","Women's Singles C+ - Group B","MS"
"2640","Men's Singles B- - Group B","MS"
"2641","Men's Singles B- - Group A","MS"
"2642","Men's Singles C+ - Group B","MS"
"2643","Men's Singles C+ - Group A","MS"
"2644","Men's Singles C","MS"
"2645","Women's Singles C","MS"
"2646","Men's Singles B - Group A","MS"
"2647","Men's Singles B - Group B","MS"
"2648","Men's Singles B","MS"
"2649","Men's Singles C+","MS"
"2650","Women's Singles C+","MS"
"2651","Men's Singles B-","MS"
"2652","XD Starting at 9:00","XD"
"2653","WS Starting at 9:00","WS"
"2654","MS Starting at 9:00","MS"
"2655","MS Starting at 16:00","MS"
"2656","XD Starting at 16:00","XD"
"2657","WD Starting at 13:00","WD"
"2658","D-XD","XD"
"2659","D-MD","MD"
"2660","N-MS","MS"
"2661","N-MX","XD"
"2662","D-WS","WS"
"2663","D-WD","WD"
"2664","C-MD","MD"
"2665","D-MS","MS"
"2666","C-XD","XD"
"2667","N-MD - Group A","MD"
"2668","N-MD - Group B","MD"
"2669","N-MD - Group C","MD"
"2670","C-WD","WD"
"2671","C-MS","MS"
"2672","N-MD","MD"
"2673","MD - MD-A","MD"
"2674","MD - MD-C","MD"
"2675","WD - WD-A","WD"
"2676","WD - WD-C","WD"
"2677","XD - XD-A","XD"
"2678","XD - XD-C","XD"
"2679","WS 30-39","WS"
"2680","MD 30-39 - MD 30-39 Qual","MD"
"2681","WD 45 - WD 45 Qual","WD"
"2682","WD 45 - WD 45 A","WD"
"2683","MD 30-39 - MD 30-39 A","MD"
"2684","MD 30-39 - MD 30-39 B","MD"
"2685","WD 30-39","WD"
"2686","WD 45 - WD 45 B","WD"
"2687","Open Women's Doubles - OWD Group A","MD"
"2688","Open Women's Doubles - OWD Group B","MD"
"2689","Open Women's Doubles - OWD - 1","MD"
"2690","Open Women's Doubles - OWD - 2","MD"
"2691","Open Mixed Doubles - Group A","XD"
"2692","Open Mixed Doubles - Group B","XD"
"2693","Women's Doubles C/D - Group A","MD"
"2694","Women's Doubles C/D - Group B","MD"
"2695","Women's Doubles C/D - Group C","MD"
"2696","Women's Doubles C","MD"
"2697","Women's Doubles C-","MD"
"2698","Women's Doubles B - Group B","MD"
"2699","Women's Doubles B - Group A","MD"
"2700","Women's Doubles B+","MD"
"2701","Women's Doubles D","MD"
"2702","Women's Doubles B/C - Group A","MD"
"2703","Women's Doubles B/C - Group B","MD"
"2704","Women's Doubles B/C - Group C","MD"
"2705","Women's Doubles C/D","MD"
"2706","Women's Doubles B","MD"
"2707","Women's Doubles B/C","MD"
"2708","XD - Qualification niet voor 13:15 uur","XD"
"2709","MD - Qualification niet voor 15:15 uur","MD"
"2710","MS - Qualification niet voor 13:15 uur","MS"
"2711","WS not before 11:00","WS"
"2712","MS not before 13:00","MS"
"2713","WS not before 15:00","WS"
"2714","MD not before 17:00","MD"
"2715","MD not before 19:15","MD"
"2716","WS not before 13:00","WS"
"2717","MS not before 15:00","MS"
"2718","WS after the price ceremony","WS"
"2719","MD after the price ceremony","MD"
"2720","WD after the price ceremony","WD"
"2721","MS after the price ceremony","MS"
"2722","EWD Minus","WD"
"2723","EMD Plus","MD"
"2724","EMD Minus","MD"
"2725","EMXD Plus","XD"
"2726","EMXD Minus","XD"
"2727","65+ MX","XD"
"2728","65+ WD","WD"
"2729","55+ WD","WD"
"2730","Men's Doubles E+ - Group A","MD"
"2731","Men's Doubles E+ - Group B","MD"
"2732","Men's Doubles E+ - Group C","MD"
"2733","Men's Doubles D","MD"
"2734","Men's Doubles C/D - Group A","MD"
"2735","Men's Doubles C/D - Group B","MD"
"2736","Men's Doubles C+","MD"
"2737","Men's Doubles D+ - Group A","MD"
"2738","Men's Doubles D+ - Group B","MD"
"2739","Men's Doubles C/D - Group C","MD"
"2740","Men's Doubles D/E - Group A","MD"
"2741","Men's Doubles D/E - Group C","MD"
"2742","Men's Doubles C- - Group A","MD"
"2743","Men's Doubles C- - Group B","MD"
"2744","Men's Doubles D/E - Group B","MD"
"2745","Men's Doubles D+/E - Group A","MD"
"2746","Men's Doubles D+/E - Group B","MD"
"2747","Men's Doubles E","MD"
"2748","Men's Doubles C/D","MD"
"2749","Men's Doubles D+","MD"
"2750","Men's Doubles D+/E","MD"
"2751","Men's Doubles C-","MD"
"2752","Men's Doubles E+","MD"
"2753","Men's Doubles D/E","MD"
"2754","EMS+","MS"
"2755","CMS+","MS"
"2756","BWS","WS"
"2757","FUNKY DOUBLES - Group A","D"
"2758","FUNKY DOUBLES - Group B","D"
"2759","WD 35 - Position 1-4","WD"
"2760","WD 35 - Position 5-8","WD"
"2761","01-MSB","MS"
"2762","02-MSC","MS"
"2763","03-MSA","MS"
"2764","05-MD B","MD"
"2765","04-MDC","MD"
"2766","06-WSC","WS"
"2767","08-SWS","WS"
"2768","07-WSA/B - RR","WS"
"2769","10-MD A","MD"
"2770","09-WD C","WD"
"2771","12-WD A/B","WD"
"2772","11-SMS","MS"
"2773","13-SWD","WD"
"2774","14-SXD - RR","XD"
"2775","15-XD B","XD"
"2776","16-XD C","XD"
"2777","17-XD A","XD"
"2778","60 MS","MS"
"2779","65 MS","MS"
"2780","60 WS - Group B","WS"
"2781","60 WS - Group A","WS"
"2782","65 WS","WS"
"2783","70 MS","MS"
"2784","75 MS","MS"
"2785","65 MD","MD"
"2786","60 WD - Group A","WD"
"2787","65 WD","WD"
"2788","55 MXD","XD"
"2789","60MXD","XD"
"2790","55 MD","MD"
"2791","60 WD - Group B","WD"
"2792","60 MD - Group A","MD"
"2793","70 MD","MD"
"2794","70 WD","WD"
"2795","75MXD","XD"
"2796","65 MXD","XD"
"2797","60 MD - Group B","MD"
"2798","70 WS","WS"
"2799","75 MD","MD"
"2800","50MXD - Group B","XD"
"2801","70 MXD","XD"
"2802","40 WS","WS"
"2803","50MXD - Group A","XD"
"2804","40 MXD","XD"
"2805","50 WD","WD"
"2806","40 WD","WD"
"2807","50 MS","MS"
"2808","45 WD","WD"
"2809","45 MXD","XD"
"2810","60 WS","WS"
"2811","35 MD","MD"
"2812","35 MS","MS"
"2813","35 WD","WD"
"2814","40 MS","MS"
"2815","40 MD","MD"
"2816","60 WD","WD"
"2817","35MXD","XD"
"2818","55 WD","WD"
"2819","45 MS","MS"
"2820","50 MD","MD"
"2821","75 WS","WS"
"2822","80 MXD","XD"
"2823","50MXD","XD"
"2824","45 MD","MD"
"2825","60 MD","MD"
"2826","75 WD","WD"
"2827","45 WS","WS"
"2828","55 MS","MS"
"2829","MS Match will start after Yonex Ceremony","MS"
"2830","WS Match will start after Yonex Ceremony","WS"
"2831","MS MS Final after Medal Ceremony","MS"
"2832","Open A Mens Singles","MS"
"2833","Womens Open Singles","MS"
"2834","Mens B Singles","MS"
"2835","Open A Mixed Doubles","XD"
"2836","Open A Mens Doubles","MD"
"2837","Mens B Doubles - Mens B Doubloes","MD"
"2838","Senior Doubles","D"
"2839","Womens B Doubles","MD"
"2840","Open A Womens Doubles","MD"
"2841","MD D/E","MD"
"2842","WD D/E","WD"
"2843","XD D+","XD"
"2844","XD D/E","XD"
"2845","MD E","MD"
"2846","Novice Division","?"
"2847","XD E","XD"
"2848","MD D+","MD"
"2849","Open Division","?"
"2850","WD E","WD"
"2851","A Division","?"
"2852","WD B/C","WD"
"2853","U12 Mixed Doubles","XD"
"2854","U14 Mixed Doubles","XD"
"2855","U16 Mixed Doubles","XD"
"2856","U12 Boys Singles","MS"
"2857","U14 Boys Singles","MS"
"2858","U12 Girls Singles","WS"
"2859","U14 Girls Singles","WS"
"2860","U16 Girls Singles","WS"
"2861","U16 Boys Singles","MS"
"2862","U12 Boys Doubles","MD"
"2863","U12 Girls Doubles","WD"
"2864","U19 Girls Singles","WS"
"2865","U14 Boys Doubles","MD"
"2866","U14 Girls Doubles","WD"
"2867","U16 Girls Doubles","WD"
"2868","U16 Boys Doubles","MD"
"2869","Men's Doubles - MD Qualification (Q)","MD"
"2870","Women's Doubles - WD Qualification (Q)","MD"
"2871","Men's Doubles - MD Group C/D (Q Loser)","MD"
"2872","Men's Doubles - MD Group A/B (Q Winners)","MD"
"2873","Women's Doubles - WD Group C/D (Q Losers)","MD"
"2874","Women's Doubles - WD Group A/B (Q Winners)","MD"
"2875","Mixed Doubles - XD Qualification (Q)","XD"
"2876","Mixed Doubles - XD Group A/B (Q Winners)","XD"
"2877","Mixed Doubles - XD Group C/D (Q Losers)","XD"
"2878","Sisters Doubles","D"
"2879","Sisters Open","?"
"2880","Brothers Under 16","?"
"2881","Brothers Over 50","?"
"2882","Sisters Under 16","?"
"2883","Brothers Open - Group A","?"
"2884","Brothers Open - Group B","?"
"2885","Brothers Open - Group C","?"
"2886","Brothers Doubles - Group A","D"
"2887","Brothers Open - Group E","?"
"2888","Brothers Open - Group F","?"
"2889","Brothers Open - Group G","?"
"2890","Brothers Open - Group H","?"
"2891","Brothers Open","?"
"2892","Brothers Doubles","D"
"2893","Brothers Open - Group J","?"
"2894","Brothers Doubles - Group C","D"
"2895","Brothers Doubles - Group D","D"
"2896","Brothers Doubles - Group E","D"
"2897","Brothers Doubles - Group F","D"
"2898","17MS","MS"
"2899","21MS","MS"
"2900","30MS","MS"
"2901","40MS","MS"
"2902","50MS","MS"
"2903","40MD","MD"
"2904","30MD","MD"
"2905","50MD","MD"
"2906","21WD","WD"
"2907","40XD","XD"
"2908","50XD","XD"
"2909","21XD","XD"
"2910","30XD","XD"
"2911","Novice XD","XD"
"2912","Novice WS","WS"
"2913","Novice MS","MS"
"2914","17WD","WD"
"2915","17MD","MD"
"2916","Novice WD","WD"
"2917","17XD","XD"
"2918","30WD","WD"
"2919","Novice MD","MD"
"2920","B-WS","WS"
"2921","U18-single","S"
"2922","U15-single","S"
"2923","U11-single","S"
"2924","U15-doubles","D"
"2925","U18-doubles","D"
"2926","WSJ - Group A","WS"
"2927","WSJ - Group B","WS"
"2928","WSJ","WS"
"2929","MSS","MS"
"2930","MDS","MD"
"2931","BS U13 - BS U13 Consolation","MS"
"2932","GS U15 - GS U15 Consolation","WS"
"2933","BS U17 - BS U17 Consolation","MS"
"2934","BS U15 - BS U15 Consolation","MS"
"2935","BS U19 - BS U19 Consolation","MS"
"2936","GD U11 - Position 1-4","WD"
"2937","GD U11 - Consolation","WD"
"2938","GD U17 - Position 1-4","WD"
"2939","GD U17 - Consolation","WD"
"2940","Sub19 SC","?"
"2941","Sub19 SD","?"
"2942","Sub15 SC","?"
"2943","Abierta A SD","?"
"2944","Abierta B SC","?"
"2945","Abierta A SC","?"
"2946","+ 45 SC","?"
"2947","Abierta Mixtos","XD"
"2948","SUB11 SD","?"
"2949","SUB11 SC - Grupo A","?"
"2950","Sub15 DC","?"
"2951","SUB11 SC - Grupo C","?"
"2952","SUB11 SC - Grupo D","?"
"2953","Sub17 SD","?"
"2954","SUB11 SC - Grupo B","?"
"2955","+ 45 DC","?"
"2956","Abierta A DD","?"
"2957","Abierta A DC","?"
"2958","+ 45 DM","?"
"2959","Sub11 DU","?"
"2960","Sub17 SC","?"
"2961","Sub17 DC","?"
"2962","Sub 17-19 DM","?"
"2963","+ 45 DD","?"
"2964","Sub13 SC","?"
"2965","Sub17 DD","?"
"2966","Sub 13-15 DM","?"
"2967","SUB11 SC","?"
"2968","Sub19 DC","?"
"2969","MS - MS U19","MS"
"2970","WS - WS U19","WS"
"2971","WD - WD U19","WD"
"2972","MD - MD U19","MD"
"2973","MD 100C","MD"
"2974","MD 080C","MD"
"2975","MD 120C","MD"
"2976","XD 100C","XD"
"2977","MD 130C","MD"
"2978","XD 090C","XD"
"2979","MD 110C","MD"
"2980","XD 130C","XD"
"2981","WD 080C","WD"
"2982","MD 090C","MD"
"2983","WD 090C","WD"
"2984","WD 120C","WD"
"2985","WD 110C","WD"
"2986","XD 120C","XD"
"2987","XD 080C","XD"
"2988","WD 130C","WD"
"2989","BS - AAA Flight Singles","MS"
"2990","BD - AA Flight Doubles","MD"
"2991","BS - AA Flight Singles","MS"
"2992","GD - AA Flight Doubles","WD"
"2993","BD - AAA Flight Doubles","MD"
"2994","GS -AA Flight Singles","WS"
"2995","U14 Singles","S"
"2996","Singles","S"
"2997","U14 Doubles","D"
"2998","Funky Doubles (U15 & O17)","D"
"2999","B Mens Doubles","MD"
"3000","B Mens Singles","MS"
"3001","B Womens Singles","MS"
"3002","C Mens Doubles","MD"
"3003","B Womens Doubles","MD"
"3004","A Open Mens Doubles","MD"
"3005","D Mens Doubles","MD"
"3006","C2","?"
"3007","ms50 - Group C","MS"
"3008","ms50 - Group D","MS"
"3009","ms55 - Group A","MS"
"3010","ms55 - Group B","MS"
"3011","ms55 - Group C","MS"
"3012","ms55 - Group D","MS"
"3013","ws60 - Group A","WS"
"3014","ws60 - Group B","WS"
"3015","ws60 - Group D","WS"
"3016","ms50 - Group B","MS"
"3017","md55","MD"
"3018","wd50","WD"
"3019","ws55","WS"
"3020","ms60 - Group A","MS"
"3021","ms60 - Group B","MS"
"3022","wd60","WD"
"3023","wd55","WD"
"3024","ms50 - Group A","MS"
"3025","xd60 - Group A","XD"
"3026","xd60 - Group B","XD"
"3027","md50","MD"
"3028","md60","MD"
"3029","xd55 - Group C","XD"
"3030","xd55 - Group D","XD"
"3031","xd55 - Group B","XD"
"3032","xd50","XD"
"3033","xd55 - Group A","XD"
"3034","ws50","WS"
"3035","ws60 - Group C","WS"
"3036","ws60","WS"
"3037","ms50","MS"
"3038","ms55","MS"
"3039","xd55","XD"
"3040","ms60","MS"
"3041","xd60","XD"
"3042","md70","MD"
"3043","ws70","WS"
"3044","md65 - Group D","MD"
"3045","ms65","MS"
"3046","ms70","MS"
"3047","ms75","MS"
"3048","ms80","MS"
"3049","ws65","WS"
"3050","xd65","XD"
"3051","wd80","WD"
"3052","md65","MD"
"3053","xd70","XD"
"3054","wd65","WD"
"3055","wd85","WD"
"3056","md85","MD"
"3057","xd85","XD"
"3058","Women's Doubles D/E","MD"
"3059","Mixed Doubles D/E","XD"
"3060","Mixed Doubles D+","XD"
"3061","Mixed Doubles E","XD"
"3062","Women's Doubles E","MD"
"3063","Mixed Doubles C+","XD"
"3064","Mixed Doubles C/D","XD"
"3065","Women's Doubles C+","MD"
"3066","Men's Doubles C","MD"
"3067","01-MS C","MS"
"3068","02-MS B","MS"
"3069","05-WS C","WS"
"3070","07-MD B","MD"
"3071","06-MD C","MD"
"3072","08-MD A","MD"
"3073","04-WS A/B","WS"
"3074","09-WD A/B","WD"
"3075","03-MS A RR","MS"
"3076","13-XD B","XD"
"3077","10-SMS 60+","MS"
"3078","14-XD C","XD"
"3079","15-XD A","XD"
"3080","12-SM D","?"
"3081","16 - XD 100+","XD"
"3082","11-SMS 50-59 RR","MS"
"3083","BS Division of Excellence - Group A","MS"
"3084","BS Division of Excellence - Group B","MS"
"3085","BS Premier Division - Group A","MS"
"3086","GS Division of Excellence - Group A","WS"
"3087","GS Division of Excellence - Group B","WS"
"3088","GS Premier Division - Group A","WS"
"3089","BS Premier Division - Group B","MS"
"3090","GS Premier Division - Group B","WS"
"3091","BD Premier Division - Group A","MD"
"3092","BD Premier Division - Group B","MD"
"3093","BD Premier Division - Group C","MD"
"3094","GD Premier Division - Group A","WD"
"3095","GD Premier Division - Group B","WD"
"3096","BS Division of Excellence - Position 1-4","MS"
"3097","BS Division of Excellence - Position 5-8","MS"
"3098","BS Premier Division - Position 01-04","MS"
"3099","GD Premier Division - Position 1-4","WD"
"3100","GD Premier Division - Position 5-8","WD"
"3101","BS Premier Division - Positions 05 - 08","MS"
"3102","GS Division of Excellence - Position 1-4","WS"
"3103","GS Division of Excellence - Position 5-8","WS"
"3104","GS Premier Division - Position 01-04","WS"
"3105","GS Premier Division - Position 05-08","WS"
"3106","BD Premier Division - Position 1-3","MD"
"3107","BD Premier Division - Position 4-6","MD"
"3108","BD Premier Division - Position 7-9","MD"
"3109","GD U22","WD"
"3110","GD U17 - Group 1","WD"
"3111","BD U22 - Group 2","MD"
"3112","BD U22 - Group 1","MD"
"3113","GD U17 - Group 2","WD"
"3114","BD U22 - BD U22 cons","MD"
"3115","GD U17 - GD U17 cons","WD"
"3116","XD U22 - XD U22 cons","XD"
"3117","BS U19 - BS U19 - Cons","MS"
"3118","GD U17/U19 - Group A","WD"
"3119","GD U17/U19 - Group B","WD"
"3120","GD U13 - GD U13 - Cons","WD"
"3121","GD U17/U19","WD"
"3122","GD U17/U19 - GD U17/U19 - Cons","WD"
"3123","Singles 10/11/12","S"
"3124","SINGLES 8/9","S"
"3125","DOUBLES (Level I)","D"
"3126","DOUBLES (Level II) - Group B","D"
"3127","DOUBLES (Level II) - Group A","D"
"3128","Coach Challenge","?"
"3129","Singles (CAMP) - Group A","S"
"3130","Singles (CAMP) - Group B","S"
"3131","Singles (CAMP) - Group C","S"
"3132","Singles (CAMP) - Group D","S"
"3133","Singles (CAMP) - Group E","S"
"3134","Singles (CAMP) - Group F","S"
"3135","Singles (CAMP) - Group G","S"
"3136","MD90+","MD"
"3137","XD70-","XD"
"3138","MD70-","MD"
"3139","MD70+","MD"
"3140","MD80+","MD"
"3141","WD70-","WD"
"3142","XD70+","XD"
"3143","XD80+","XD"
"3144","E MIXD Plus","XD"
"3145","E MIXD Minus","XD"
"3146","E MD Minus","MD"
"3147","E MD Plus","MD"
"3148","E WD Plus","WD"
"3149","D MX","XD"
"3150","C MX","XD"
"3151","B MD - Group B","MD"
"3152","B MD - Group A","MD"
"3153","D MD","MD"
"3154","B MD","MD"
"3155","C/D WD","WD"
"3156","B MX","XD"
"3157","BS 10",NA
"11","MS",NA
"3158","Singles 7",NA
"8",NA,NA
"9 - Position 1-4","S",NA
"3159","BD Tier I - Group A","MD"
"3160","BD Tier I - Group B","MD"
"3161","BD Tier II","MD"
"3162","GD Tier II","WD"
"3163","Boy's Singles (Friday)","MS"
"3164","Girl's Singles (Friday)","WS"
"3165","WS after Prize Giving Ceremony","WS"
"3166","WD after Prize Giving Ceremony","WD"
"3167","MD after Prize Giving Ceremony","MD"
"3168","BMS - BMS - Qualification","MS"
"3169","OWD - Open Women's Doubles","MD"
"3170","OMS - Open Men's Singles","MS"
"3171","BWS - BWS - Qualification","WS"
"3172","BMS - CMS","MS"
"3173","OWS - Open Women's Singles","MS"
"3174","BWS - CWS","WS"
"3175","BMD - BMD - Qualification","MD"
"3176","OXD - Open Mixed Doubles","XD"
"3177","BWD - BWD - Qualification","WD"
"3178","BMD - CMD","MD"
"3179","OMD - Open Men's Doubles","MD"
